,status_cat,age_norm,age_bin_cat,education_cat,profession_cat,device_cat,account_balance_norm,loan_cat,mortgage_cat,credit_cat,positive_cat,consent_cat,n_contact_min_max,l_month_cat,l_call_duration,l_call_duration_min_max,p_outcome_cat,n_p_contact_min_max,p_days_min_max,p_campign_cat,subscribed_cat
12616,1,4.921822742795773,7,0,0,0,-0.22341745156717507,0,0,0,1,1,0.016129032258064516,1,430,0.09670131043831903,3,0.03272727272727273,0.0,1,1
12617,0,1.1449897875817983,4,1,3,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,8,42,0.00903750564844103,1,0.0,0.0,0,0
12618,0,1.617093906983545,4,2,0,0,1.347221902682519,0,1,0,1,0,0.0,5,232,0.05196565747853593,1,0.0,0.0,0,0
12619,2,1.7115147308638945,4,2,9,0,-1.0087371286920221,1,1,0,0,0,0.0,0,78,0.01717126073203796,1,0.0,0.0,0,0
12620,1,0.20078154877830437,3,2,5,0,0.5619022255576719,0,1,0,1,0,0.04838709677419355,1,123,0.027338454586534118,1,0.0,0.0,0,0
12621,1,1.617093906983545,4,2,0,0,-0.22341745156717507,0,1,0,1,0,0.04838709677419355,6,380,0.08540442837776774,1,0.0,0.0,0,0
12622,2,-1.0266891616662375,1,1,7,0,-0.22341745156717507,0,1,0,1,0,0.04838709677419355,8,152,0.03389064618165387,1,0.0,0.0,0,0
12623,1,-0.5545850422644907,2,2,5,0,-0.22341745156717507,0,0,0,1,0,0.16129032258064518,1,413,0.09286037053773159,1,0.0,0.0,0,0
12624,1,-0.64900586614484,2,2,8,0,2.132541579807366,1,1,0,1,0,0.016129032258064516,0,279,0.06258472661545414,1,0.0,0.0,0,0
12625,2,0.3896231965390031,3,2,2,0,-0.22341745156717507,1,0,0,1,0,0.016129032258064516,5,52,0.011296882060551287,1,0.0,0.0,0,0
12626,0,0.10636072489795499,3,2,2,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,9,124,0.027564392227745142,0,0.0036363636363636364,0.14285714285714285,1,0
12627,2,-0.64900586614484,2,2,5,0,1.347221902682519,0,0,0,1,0,0.03225806451612903,1,225,0.05038409399005875,1,0.0,0.0,0,0
12628,1,0.6728856681800512,3,0,7,0,0.5619022255576719,0,0,0,1,0,0.06451612903225806,6,215,0.04812471757794849,1,0.0,0.0,0,0
12629,1,-0.64900586614484,2,0,5,0,-0.22341745156717507,0,0,0,1,0,0.0,3,52,0.011296882060551287,1,0.0,0.0,0,0
12630,2,-0.3657433945037919,2,2,5,0,-0.22341745156717507,1,1,0,1,0,0.016129032258064516,5,117,0.025982828739267962,1,0.0,0.0,0,0
12631,2,-1.6876349288286832,1,2,2,0,-0.22341745156717507,0,1,0,1,0,0.0,8,492,0.11070944419340263,1,0.0,0.0,0,0
12632,1,-0.17690174674309314,2,2,2,0,-0.22341745156717507,0,0,0,1,1,0.016129032258064516,6,303,0.06800723000451876,1,0.0,0.0,0,1
12633,1,2.2780396741459907,5,2,0,0,-0.22341745156717507,0,0,0,1,0,0.0,9,161,0.0359240849525531,0,0.0036363636363636364,0.07142857142857142,1,0
12634,2,-1.6876349288286832,1,1,10,0,-0.22341745156717507,0,0,0,1,0,0.0,6,492,0.11070944419340263,1,0.0,0.0,0,0
12635,0,1.1449897875817983,4,0,2,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,9,88,0.019430637144148215,1,0.0,0.0,0,0
12636,1,0.7673064920604007,3,0,2,0,-0.22341745156717507,1,0,0,1,0,0.0,5,257,0.05761409850881157,1,0.0,0.0,0,0
12637,0,-0.3657433945037919,2,2,5,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,0,27,0.005648441030275644,1,0.0,0.0,0,0
12638,2,-1.0266891616662375,1,1,10,0,-0.22341745156717507,0,0,0,1,0,0.0,4,358,0.08043380027112518,1,0.0,0.0,0,0
12639,1,1.2394106114621475,4,2,2,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,80,0.01762313601446001,1,0.0,0.0,0,0
12640,0,1.0505689637014488,4,2,8,0,-0.22341745156717507,0,1,0,1,0,0.0,8,659,0.14844103027564393,1,0.0,0.0,0,0
12641,1,-0.17690174674309314,2,1,5,1,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,6,106,0.02349751468594668,0,0.0036363636363636364,0.14285714285714285,1,0
12642,2,-1.6876349288286832,1,2,8,0,-0.22341745156717507,0,0,0,1,1,0.0,6,187,0.04179846362403977,3,0.01090909090909091,0.07142857142857142,1,1
12643,2,-1.0266891616662375,1,1,5,0,-0.22341745156717507,0,0,0,1,0,0.11290322580645161,1,250,0.056032535020334395,1,0.0,0.0,0,0
12644,1,0.7673064920604007,3,2,0,0,2.132541579807366,0,0,0,1,0,0.0,9,476,0.10709444193402622,1,0.0,0.0,0,0
12645,1,-0.8378475139055388,2,2,5,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,231,0.0517397198373249,1,0.0,0.0,0,0
12647,2,0.4840440204193525,3,1,4,1,-0.22341745156717507,0,1,0,1,0,0.06451612903225806,8,84,0.01852688657930411,0,0.03272727272727273,0.21428571428571427,1,0
12648,1,1.2394106114621475,4,2,1,0,-0.22341745156717507,0,0,1,1,0,0.03225806451612903,0,95,0.021012200632625395,1,0.0,0.0,0,0
12649,2,-1.0266891616662375,1,1,3,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,81,0.017849073655671035,1,0.0,0.0,0,0
12650,1,0.6728856681800512,3,0,2,1,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,6,302,0.06778129236330774,1,0.0,0.0,0,0
12651,1,-0.5545850422644907,2,0,9,0,-0.22341745156717507,0,1,0,1,0,0.0,8,88,0.019430637144148215,1,0.0,0.0,0,0
12652,0,1.5226730831031956,4,2,5,0,-1.0087371286920221,0,1,0,0,0,0.04838709677419355,5,41,0.008811568007230005,1,0.0,0.0,0,0
12653,1,-1.2155308094269364,1,0,2,0,-0.22341745156717507,0,1,0,1,0,0.0,8,325,0.07297785811116132,1,0.0,0.0,0,0
12654,1,-1.0266891616662375,1,1,5,0,-0.22341745156717507,1,1,0,1,0,0.08064516129032258,5,75,0.01649344780840488,1,0.0,0.0,0,0
12655,0,0.6728856681800512,3,1,3,0,-0.22341745156717507,1,0,0,1,0,0.03225806451612903,8,845,0.19046543154089474,1,0.0,0.0,0,0
12656,0,0.10636072489795499,3,2,9,0,-0.22341745156717507,0,0,0,1,1,0.0,4,840,0.1893357433348396,1,0.0,0.0,0,1
12657,2,-1.121109985546587,1,2,9,0,-0.22341745156717507,0,1,0,1,0,0.0,6,370,0.08314505196565748,1,0.0,0.0,0,0
12658,1,1.4282522592228464,4,2,2,0,-0.22341745156717507,1,1,0,1,0,0.0,6,231,0.0517397198373249,1,0.0,0.0,0,0
12659,1,1.9003563786245932,5,1,3,0,-0.22341745156717507,0,0,0,1,1,0.0,6,244,0.054676909173068236,3,0.0036363636363636364,0.07142857142857142,1,1
12661,0,1.2394106114621475,4,2,2,0,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,5,117,0.025982828739267962,1,0.0,0.0,0,0
12662,1,1.7115147308638945,4,1,7,0,-0.22341745156717507,0,1,0,1,0,0.0,5,232,0.05196565747853593,1,0.0,0.0,0,0
12663,1,-1.2155308094269364,1,2,2,0,-0.22341745156717507,0,1,0,1,0,0.12903225806451613,8,11,0.002033438770899232,0,0.0036363636363636364,0.3571428571428571,1,0
12664,0,-1.0266891616662375,1,2,8,0,-0.22341745156717507,0,1,0,1,0,0.0,8,142,0.03163126976954361,1,0.0,0.0,0,0
12665,1,-0.5545850422644907,2,1,3,0,-0.22341745156717507,0,0,0,1,0,0.03225806451612903,1,111,0.024627202892001807,1,0.0,0.0,0,0
12666,0,0.011939901017605612,3,2,5,1,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,8,70,0.015363759602349751,1,0.0,0.0,0,0
12667,1,-0.3657433945037919,2,2,4,0,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,6,130,0.028920018075011298,1,0.0,0.0,0,0
12668,1,-0.8378475139055388,2,2,9,0,-0.22341745156717507,0,0,0,1,0,0.0,4,163,0.03637596023497515,1,0.0,0.0,0,0
12669,0,1.0505689637014488,4,0,2,0,-0.22341745156717507,1,1,0,1,0,0.0,6,59,0.012878445549028469,1,0.0,0.0,0,0
12671,1,0.5784648442997019,3,2,3,0,-0.22341745156717507,1,0,0,1,0,0.0,4,294,0.06597379123361953,1,0.0,0.0,0,0
12672,1,0.86172731594075,3,2,9,0,-0.22341745156717507,1,0,0,1,0,0.0,9,44,0.009489380930863081,0,0.0036363636363636364,0.14285714285714285,1,0
12673,1,-0.4601642183841413,2,0,2,0,0.5619022255576719,1,0,0,1,0,0.06451612903225806,6,72,0.015815634884771803,1,0.0,0.0,0,0
12674,2,-1.0266891616662375,1,2,5,0,-0.22341745156717507,0,0,0,1,0,0.03225806451612903,6,74,0.016267510167193855,0,0.0036363636363636364,0.07142857142857142,1,0
12675,1,-0.17690174674309314,2,1,5,0,0.5619022255576719,0,1,0,1,0,0.016129032258064516,9,224,0.050158156348847724,1,0.0,0.0,0,0
12676,1,1.333831435342497,4,2,2,0,-0.22341745156717507,1,0,0,1,0,0.0,4,102,0.022593764121102575,1,0.0,0.0,0,0
12677,1,-0.5545850422644907,2,1,3,0,0.5619022255576719,0,0,0,1,0,0.0,9,191,0.042702214188883876,1,0.0,0.0,0,0
12678,1,-0.3657433945037919,2,2,2,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,0,143,0.03185720741075464,1,0.0,0.0,0,0
12679,1,-0.64900586614484,2,2,8,0,-1.0087371286920221,0,1,0,0,0,0.11290322580645161,6,16,0.0031631269769543608,1,0.0,0.0,0,0
12681,1,-0.5545850422644907,2,2,5,1,-0.22341745156717507,1,1,0,1,0,0.06451612903225806,1,67,0.014685946678716675,1,0.0,0.0,0,0
12682,1,0.011939901017605612,3,2,9,0,-0.22341745156717507,1,0,0,1,0,0.0,9,71,0.015589697243560779,1,0.0,0.0,0,0
12683,2,-0.17690174674309314,2,1,2,0,0.5619022255576719,0,0,0,1,0,0.016129032258064516,6,89,0.019656574785359242,1,0.0,0.0,0,0
12684,1,-0.2713225706234425,2,2,5,0,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,9,652,0.14685946678716674,0,0.007272727272727273,0.21428571428571427,1,0
12685,2,-1.121109985546587,1,2,3,0,-0.22341745156717507,0,0,0,1,0,0.0,3,241,0.05399909624943516,1,0.0,0.0,0,0
12686,2,-1.6876349288286832,1,2,8,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,6,77,0.01694532309082693,1,0.0,0.0,0,0
12688,1,0.20078154877830437,3,1,3,0,-0.22341745156717507,1,1,0,1,0,0.03225806451612903,5,96,0.021238138273836422,1,0.0,0.0,0,0
12690,1,-0.2713225706234425,2,2,5,0,-0.22341745156717507,0,1,0,1,0,0.0,6,102,0.022593764121102575,1,0.0,0.0,0,0
12691,1,-0.3657433945037919,2,1,3,0,-1.0087371286920221,0,1,0,0,0,0.0,5,176,0.039313149570718485,1,0.0,0.0,0,0
12692,1,1.2394106114621475,4,2,5,1,-0.22341745156717507,0,1,0,1,0,0.0,8,48,0.010393131495707185,1,0.0,0.0,0,0
12693,1,0.9561481398210994,4,2,0,0,-0.22341745156717507,0,1,0,1,0,0.0,8,157,0.035020334387709,1,0.0,0.0,0,0
12694,1,-0.3657433945037919,2,2,5,0,-0.22341745156717507,1,1,0,1,0,0.0,9,52,0.011296882060551287,1,0.0,0.0,0,0
12695,1,0.9561481398210994,4,0,2,1,-0.22341745156717507,0,1,0,1,0,0.04838709677419355,3,131,0.029145955716222322,0,0.0036363636363636364,0.2857142857142857,1,0
12698,1,-0.3657433945037919,2,2,5,0,-1.0087371286920221,1,1,0,0,0,0.016129032258064516,8,232,0.05196565747853593,1,0.0,0.0,0,0
12699,2,-1.2155308094269364,1,2,2,1,-0.22341745156717507,0,0,0,1,1,0.016129032258064516,11,218,0.04880253050158157,2,0.01090909090909091,0.07142857142857142,1,1
12700,1,1.0505689637014488,4,1,3,0,2.132541579807366,0,0,0,1,0,0.0,9,336,0.0754631721644826,1,0.0,0.0,0,0
12701,2,0.011939901017605612,3,2,8,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,6,186,0.04157252598282874,1,0.0,0.0,0,0
12702,0,1.5226730831031956,4,2,0,0,-0.22341745156717507,0,0,0,1,0,0.03225806451612903,5,60,0.013104383190239493,1,0.0,0.0,0,0
12703,1,-0.17690174674309314,2,0,2,0,-0.22341745156717507,0,0,0,1,0,0.08064516129032258,3,15,0.002937189335743335,1,0.0,0.0,0,0
12704,1,0.86172731594075,3,0,2,0,0.5619022255576719,0,1,0,1,0,0.0,0,198,0.04428377767736105,1,0.0,0.0,0,0
12705,1,1.7115147308638945,4,2,1,1,-0.22341745156717507,0,0,0,1,0,0.0,10,340,0.07636692272932671,0,0.01090909090909091,0.07142857142857142,1,0
12706,0,-0.9322683377858881,2,1,3,0,-0.22341745156717507,1,0,0,1,0,0.08064516129032258,1,109,0.024175327609579758,1,0.0,0.0,0,0
12707,1,-0.3657433945037919,2,0,2,0,-0.22341745156717507,0,0,0,1,0,0.0,6,160,0.03569814731134208,1,0.0,0.0,0,0
12708,2,-1.6876349288286832,1,1,10,0,-0.22341745156717507,0,0,0,1,1,0.0,9,241,0.05399909624943516,1,0.0,0.0,0,1
12709,1,1.617093906983545,4,2,8,1,-1.0087371286920221,1,0,0,0,0,0.016129032258064516,3,137,0.030501581563488478,0,0.02181818181818182,0.21428571428571427,1,0
12710,1,-0.5545850422644907,2,2,8,0,-0.22341745156717507,0,1,0,1,0,0.0,8,199,0.04450971531857208,0,0.007272727272727273,0.14285714285714285,1,0
12711,1,0.20078154877830437,3,0,8,1,-0.22341745156717507,0,0,0,1,0,0.11290322580645161,5,235,0.052643470402169004,1,0.0,0.0,0,0
12712,0,-1.2155308094269364,1,2,8,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,8,159,0.035472209670131045,1,0.0,0.0,0,0
12713,1,-0.17690174674309314,2,2,8,0,-1.0087371286920221,0,1,1,0,0,0.016129032258064516,5,383,0.08608224130140082,1,0.0,0.0,0,0
12714,1,0.9561481398210994,4,0,2,1,-1.0087371286920221,1,1,0,0,0,0.03225806451612903,6,56,0.012200632625395391,1,0.0,0.0,0,0
12715,1,1.1449897875817983,4,0,9,0,1.347221902682519,0,0,0,1,0,0.016129032258064516,1,399,0.08969724356077723,1,0.0,0.0,0,0
12716,2,-1.3099516333072858,1,2,9,0,0.5619022255576719,1,0,0,1,0,0.0,7,148,0.032986895616809765,0,0.007272727272727273,0.21428571428571427,1,0
12717,1,-0.4601642183841413,2,1,3,0,-1.0087371286920221,0,1,0,0,0,0.0,5,97,0.021464075915047447,1,0.0,0.0,0,0
12718,1,-0.2713225706234425,2,1,3,0,-0.22341745156717507,0,1,0,1,0,0.11290322580645161,8,17,0.0033890646181653867,1,0.0,0.0,0,0
12719,1,-0.7434266900251895,2,1,3,0,-0.22341745156717507,0,0,0,1,0,0.0,9,62,0.013556258472661545,1,0.0,0.0,0,0
12720,1,0.9561481398210994,4,2,7,0,-0.22341745156717507,0,1,0,1,0,0.0,0,150,0.033438770899231814,1,0.0,0.0,0,0
12721,1,-0.4601642183841413,2,2,5,0,-0.22341745156717507,0,0,0,1,0,0.0,1,64,0.014008133755083597,1,0.0,0.0,0,0
12722,0,-0.4601642183841413,2,2,5,0,-0.22341745156717507,1,0,0,1,0,0.04838709677419355,1,142,0.03163126976954361,1,0.0,0.0,0,0
12723,1,-1.3099516333072858,1,2,2,0,-1.0087371286920221,1,0,0,0,0,0.03225806451612903,5,141,0.03140533212833258,1,0.0,0.0,0,0
12724,2,-0.5545850422644907,2,2,3,0,1.347221902682519,0,1,0,1,0,0.0,9,55,0.011974694984184365,0,0.007272727272727273,0.21428571428571427,1,0
12725,1,0.10636072489795499,3,2,3,0,-0.22341745156717507,0,0,0,1,0,0.03225806451612903,5,414,0.09308630817894262,1,0.0,0.0,0,0
12727,2,-0.17690174674309314,2,2,8,0,-0.22341745156717507,0,1,0,1,0,0.0,9,167,0.03727971079981925,0,0.007272727272727273,0.14285714285714285,1,0
12728,1,0.20078154877830437,3,0,2,0,-1.0087371286920221,0,1,1,0,0,0.03225806451612903,8,62,0.013556258472661545,1,0.0,0.0,0,0
12729,1,-0.7434266900251895,2,1,7,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,3,254,0.0569362855851785,1,0.0,0.0,0,0
12730,1,0.20078154877830437,3,2,8,0,-1.0087371286920221,1,1,0,0,0,0.03225806451612903,3,128,0.028468142792589246,1,0.0,0.0,0,0
12731,1,-1.2155308094269364,1,2,5,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,0,451,0.10144600090375057,1,0.0,0.0,0,0
12732,2,-1.2155308094269364,1,1,3,0,2.132541579807366,0,1,0,1,0,0.04838709677419355,3,141,0.03140533212833258,1,0.0,0.0,0,0
12733,2,-0.7434266900251895,2,2,8,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,4,293,0.0657478535924085,3,0.01090909090909091,0.2857142857142857,1,0
12735,1,0.5784648442997019,3,2,5,0,-1.0087371286920221,0,0,0,0,0,0.016129032258064516,5,214,0.04789877993673747,1,0.0,0.0,0,0
12736,2,-0.3657433945037919,2,2,2,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,197,0.04405784003615003,1,0.0,0.0,0,0
12737,2,-1.3099516333072858,1,2,9,0,-0.22341745156717507,0,0,0,1,0,0.0,1,9,0.0015815634884771804,1,0.0,0.0,0,0
12738,1,-0.2713225706234425,2,2,5,0,-0.22341745156717507,0,1,0,1,0,0.0,8,134,0.029823768639855402,1,0.0,0.0,0,0
12739,1,-0.8378475139055388,2,1,5,0,-0.22341745156717507,0,0,0,1,0,0.03225806451612903,9,201,0.04496159060099413,1,0.0,0.0,0,0
12740,2,-0.64900586614484,2,2,9,0,-0.22341745156717507,0,0,0,1,0,0.0,6,151,0.033664708540442845,2,0.0036363636363636364,0.14285714285714285,1,0
12741,2,-0.4601642183841413,2,2,4,0,-0.22341745156717507,0,1,0,1,0,0.0,8,39,0.008359692724807953,1,0.0,0.0,0,0
12742,1,1.333831435342497,4,2,5,0,2.132541579807366,1,1,0,1,0,0.06451612903225806,9,295,0.06619972887483055,0,0.007272727272727273,0.21428571428571427,1,0
12743,1,-0.08248092286274376,2,1,3,0,-0.22341745156717507,0,0,0,1,0,0.08064516129032258,1,97,0.021464075915047447,1,0.0,0.0,0,0
12745,2,-1.404372457187635,1,2,2,0,-1.0087371286920221,0,1,0,0,0,0.03225806451612903,8,74,0.016267510167193855,0,0.01090909090909091,0.3571428571428571,1,0
12746,0,1.2394106114621475,4,1,3,0,1.347221902682519,0,0,0,1,1,0.04838709677419355,5,291,0.06529597830998644,1,0.0,0.0,0,1
12747,1,-0.17690174674309314,2,0,3,1,-0.22341745156717507,0,1,0,1,0,0.0,8,43,0.009263443289652055,1,0.0,0.0,0,0
12748,1,0.86172731594075,3,1,3,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,0,41,0.008811568007230005,0,0.0036363636363636364,0.3571428571428571,1,0
12749,2,-0.64900586614484,2,2,2,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,303,0.06800723000451876,1,0.0,0.0,0,0
12750,0,1.7115147308638945,4,2,4,0,-0.22341745156717507,1,0,0,1,0,0.016129032258064516,3,64,0.014008133755083597,1,0.0,0.0,0,0
12751,0,1.2394106114621475,4,1,3,0,-0.22341745156717507,0,0,0,1,0,0.03225806451612903,4,466,0.10483506552191596,1,0.0,0.0,0,0
12752,1,1.5226730831031956,4,1,3,0,2.9178612569322127,0,0,0,1,1,0.0,7,247,0.055354722096701316,3,0.02181818181818182,0.21428571428571427,1,1
12753,0,-0.8378475139055388,2,2,5,0,-1.0087371286920221,0,1,0,0,0,0.0,6,164,0.03660189787618618,1,0.0,0.0,0,0
12754,1,0.9561481398210994,4,1,3,0,-0.22341745156717507,0,1,0,1,0,0.06451612903225806,8,55,0.011974694984184365,1,0.0,0.0,0,0
12755,0,1.333831435342497,4,1,1,0,-0.22341745156717507,0,0,0,1,0,0.1774193548387097,6,9,0.0015815634884771804,1,0.0,0.0,0,0
12756,0,0.4840440204193525,3,2,5,0,-0.22341745156717507,0,1,0,1,0,0.04838709677419355,3,363,0.0815634884771803,1,0.0,0.0,0,0
12758,2,-1.0266891616662375,1,2,8,0,-1.0087371286920221,1,1,0,0,0,0.04838709677419355,0,256,0.05738816086760055,2,0.007272727272727273,0.3571428571428571,1,0
12759,1,1.333831435342497,4,0,3,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,324,0.0727519204699503,0,0.0036363636363636364,0.14285714285714285,1,0
12760,1,1.2394106114621475,4,1,3,0,-0.22341745156717507,1,0,0,1,0,0.0,5,401,0.09014911884319929,1,0.0,0.0,0,0
12761,1,0.29520237265865373,3,0,2,0,-1.0087371286920221,0,1,0,0,0,0.0,8,14,0.0027112516945323093,1,0.0,0.0,0,0
12762,0,3.127827089069135,6,2,0,0,0.5619022255576719,0,0,0,1,1,0.03225806451612903,10,311,0.06981473113420697,1,0.0,0.0,0,1
12763,1,-0.5545850422644907,2,0,2,0,-0.22341745156717507,0,1,0,1,0,0.04838709677419355,8,295,0.06619972887483055,1,0.0,0.0,0,0
12764,1,-1.0266891616662375,1,2,4,0,-1.0087371286920221,0,1,1,0,0,0.0,8,239,0.05354722096701311,0,0.01090909090909091,0.3571428571428571,1,0
12765,1,-0.5545850422644907,2,2,8,0,-0.22341745156717507,1,0,0,1,0,0.04838709677419355,9,12,0.002259376412110258,1,0.0,0.0,0,0
12766,2,-1.2155308094269364,1,2,5,0,-1.0087371286920221,0,1,0,0,0,0.016129032258064516,8,349,0.07840036150022595,1,0.0,0.0,0,0
12768,0,1.333831435342497,4,2,3,0,-0.22341745156717507,0,0,0,1,0,0.03225806451612903,6,109,0.024175327609579758,1,0.0,0.0,0,0
12769,2,-0.17690174674309314,2,1,3,0,0.5619022255576719,0,0,0,1,0,0.04838709677419355,6,83,0.018300948938093087,1,0.0,0.0,0,0
12770,2,-0.17690174674309314,2,0,2,0,-0.22341745156717507,0,1,0,1,0,0.0,9,169,0.03773158608224131,0,0.0036363636363636364,0.21428571428571427,1,0
12771,1,1.0505689637014488,4,2,5,0,-0.22341745156717507,1,1,0,1,0,0.04838709677419355,9,82,0.018075011296882063,1,0.0,0.0,0,0
12772,2,-0.9322683377858881,2,2,5,0,-0.22341745156717507,0,0,0,1,1,0.03225806451612903,8,367,0.08246723904202441,0,0.007272727272727273,0.21428571428571427,1,1
12773,1,-0.2713225706234425,2,1,3,0,-0.22341745156717507,0,1,0,1,0,0.0,5,58,0.012652507907817443,1,0.0,0.0,0,0
12774,1,0.5784648442997019,3,2,9,1,1.347221902682519,0,0,0,1,0,0.016129032258064516,9,56,0.012200632625395391,1,0.0,0.0,0,0
12775,2,0.20078154877830437,3,2,5,1,-0.22341745156717507,0,0,0,1,0,0.0,5,28,0.00587437867148667,1,0.0,0.0,0,0
12776,1,0.6728856681800512,3,2,8,0,-0.22341745156717507,0,0,0,1,0,0.04838709677419355,1,211,0.04722096701310439,1,0.0,0.0,0,0
12777,0,1.4282522592228464,4,2,5,1,-0.22341745156717507,1,1,0,1,0,0.016129032258064516,8,25,0.005196565747853593,1,0.0,0.0,0,0
12779,1,0.86172731594075,3,0,2,0,-0.22341745156717507,0,1,0,1,0,0.0,8,111,0.024627202892001807,1,0.0,0.0,0,0
12780,1,-0.9322683377858881,2,0,8,0,-0.22341745156717507,0,0,0,1,0,0.0,5,35,0.00745594215996385,1,0.0,0.0,0,0
12781,1,-0.17690174674309314,2,1,5,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,11,183,0.04089471305919567,1,0.0,0.0,0,0
12783,1,-0.64900586614484,2,2,9,0,-0.22341745156717507,0,1,0,1,0,0.11290322580645161,6,136,0.030275643922277454,1,0.0,0.0,0,0
12784,1,0.011939901017605612,3,2,1,1,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,5,39,0.008359692724807953,1,0.0,0.0,0,0
12785,0,1.7115147308638945,4,1,3,1,-0.22341745156717507,0,0,0,1,0,0.03225806451612903,5,178,0.03976502485314054,1,0.0,0.0,0,0
12786,1,-0.7434266900251895,2,0,2,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,148,0.032986895616809765,1,0.0,0.0,0,0
12787,0,-0.9322683377858881,2,2,9,0,-0.22341745156717507,0,0,0,1,0,0.0,8,301,0.06755535472209671,2,0.007272727272727273,0.3571428571428571,1,0
12788,1,0.4840440204193525,3,0,2,0,-0.22341745156717507,0,1,0,1,0,0.0,5,380,0.08540442837776774,1,0.0,0.0,0,0
12789,1,0.011939901017605612,3,2,2,0,-0.22341745156717507,0,1,0,1,0,0.0,8,250,0.056032535020334395,1,0.0,0.0,0,0
12790,1,-0.7434266900251895,2,2,2,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,355,0.0797559873474921,1,0.0,0.0,0,0
12791,2,-1.404372457187635,1,1,3,0,-0.22341745156717507,1,0,0,1,0,0.06451612903225806,5,151,0.033664708540442845,1,0.0,0.0,0,0
12792,1,-0.17690174674309314,2,2,2,0,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,5,163,0.03637596023497515,1,0.0,0.0,0,0
12793,0,-1.0266891616662375,1,2,4,0,-0.22341745156717507,0,1,0,1,0,0.04838709677419355,5,99,0.0219159511974695,1,0.0,0.0,0,0
12794,1,-0.64900586614484,2,2,2,0,-0.22341745156717507,0,0,0,1,0,0.04838709677419355,8,223,0.0499322187076367,1,0.0,0.0,0,0
12795,1,-0.08248092286274376,2,2,3,0,-1.0087371286920221,0,0,1,0,0,0.1935483870967742,1,65,0.014234071396294623,1,0.0,0.0,0,0
12797,2,-0.3657433945037919,2,1,8,0,-0.22341745156717507,0,0,0,1,1,0.12903225806451613,11,293,0.0657478535924085,2,0.014545454545454545,0.21428571428571427,1,1
12798,2,-1.0266891616662375,1,2,2,0,-0.22341745156717507,0,1,0,1,0,0.04838709677419355,9,694,0.15634884771802984,1,0.0,0.0,0,0
12800,1,4.355297799513677,7,0,0,0,-0.22341745156717507,0,0,0,1,1,0.0,10,132,0.02937189335743335,1,0.0,0.0,0,1
12801,2,2.561302145787039,5,1,0,0,-0.22341745156717507,0,0,0,1,1,0.0,4,639,0.1439222774514234,3,0.01090909090909091,0.07142857142857142,1,1
12802,2,-0.3657433945037919,2,2,2,0,0.5619022255576719,0,0,0,1,0,0.1774193548387097,6,9,0.0015815634884771804,1,0.0,0.0,0,0
12803,1,0.4840440204193525,3,2,1,0,-0.22341745156717507,0,0,0,1,0,0.16129032258064518,1,88,0.019430637144148215,1,0.0,0.0,0,0
12806,1,0.5784648442997019,3,2,9,1,-0.22341745156717507,0,0,0,1,0,0.08064516129032258,3,8,0.0013556258472661546,1,0.0,0.0,0,0
12807,2,-1.3099516333072858,1,1,5,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,7,357,0.08020786262991415,2,0.0036363636363636364,0.07142857142857142,1,0
12809,1,-0.4601642183841413,2,1,3,0,-0.22341745156717507,0,0,0,1,1,0.0,11,84,0.01852688657930411,3,0.01818181818181818,0.0,1,1
12810,1,0.20078154877830437,3,0,2,0,-1.0087371286920221,0,1,0,0,0,0.03225806451612903,8,94,0.02078626299141437,1,0.0,0.0,0,0
12811,2,-1.9708974004697313,0,2,10,0,-0.22341745156717507,0,0,0,1,0,0.03225806451612903,7,178,0.03976502485314054,0,0.01090909090909091,0.21428571428571427,1,0
